#TC_ID/PC_ID , Testcase_Description, Service_ID, SubService_ID, Expected_Response_Data, Write_Data, Addressing, Format, Status_Mask, Communication_Type, controltype
TC_ID-033 , PreCondition: PC_ID-003  Testcase:Read DTC with Extended session(19 01) ,0x19,0x01,06 59 01 08 00 00 00 AA,  ,Physical,Hex,0x08,  ,  
TC_ID-034 , PreCondition: PC_ID-003  Testcase:Read DTC Extended session(19 02) ,0x19,0x02,03 59 02 08 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-035 , PreCondition: PC_ID-003  Testcase:ReportSupportedDTC(19 0A),0x19,0x0A,02 59 0A AA AA AA AA AA,  ,Physical,Hex,0x00,  ,  
TC_ID-036 , PreCondition: PC_ID-003  Testcase:Subfunction not supported(No Mask)(19 0F)Subfunction not supported(19 0F 08 ),0x19,0x0F,03 7F 19 12 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-037 , PreCondition: PC_ID-003  Testcase:Subfunction not supported(19 0E),0x19,0x0E,03 7F 19 12 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-038 , PreCondition: PC_ID-003  Testcase:Subfunction not supported(properMask improper record with 0xFF)(19 FF),0x19,0xFF ,03 7F 19 12 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-041 , Incorrect message length(No Read records)(19 0F),0x19,  ,03 7F 19 13 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-224 , PreCondition: PC_ID-029  Testcase:RX_SWIN_F1_EF_Read(Defaultsession),0x22,0xF1EF,10 2B 62 F1 EF 07 16 0B 52 31 30 20 42 43 34 2F 31 2F 30 0C 52 31 35 35 20 42 43 34 2F 31 2F 30 0C 52 31 35 36 20 42 43 34 2F 31 2F 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-225 , PreCondition: PC_ID-029  Testcase:B_CAN_Database_Version_F1_00_Read(Defaultsession),0x22,0xF100,06 62 F1 00 24 05 01 AA,  ,Physical,Hex,  ,  ,  
TC_ID-226 , PreCondition: PC_ID-029  Testcase:Vehicle_Manufacturer_Spare_Part_Number_F1_87_Read(Defaultsession),0x22,0xF187,10 0D 62 F1 87 39 36 35 34 30 42 4E 30 30 30,  ,Physical,Hex,  ,  ,  
TC_ID-227 , PreCondition: PC_ID-029  Testcase:Manufacturing_F1_8B_Read(Defaultsession),0x22,0xF18B,07 62 F1 8B 00 00 00 00 ,  ,Physical,Hex,  ,  ,  
TC_ID-228 , PreCondition: PC_ID-029  Testcase:ECU_Serial_Number_F1_8C_Read(Defaultsession),0x22,0xF18C,10 23 62 F1 8C 00 00 00 00 00 00 00 00 00 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-229 , PreCondition: PC_ID-029  Testcase:Vehicle_Manufacturer_ECU_HW_Number_F1_91_Read(Defaultsession),0x22,0xF191,10 08 62 F1 91 30 31 2E 30 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-230 , PreCondition: PC_ID-029  Testcase:HardwareVersionNumber_F1_93_Read(Defaultsession),0x22,0xF193,10 08 62 F1 93 30 31 2E 30 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-231 , PreCondition: PC_ID-029 Testcase:ECUSoftwareUnit1IVDDataIdentifier_F1_C1_Read(Defaultsession),0x22,0xF1C1,10 23 62 F1 C1 CC B4 57 EB E8 33 AD 7D A0 6E 1D DC 52 BD 11 F7 48 59 0A 90 EC A6 8D 75 50 19 08 80 F1 AB 2A 0E  AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-232 , PreCondition: PC_ID-029  Testcase:SystemSupplierECUSoftwareVersionNumbe_DataIdentifier_F1_95_Read(Defaultsession),0x22,0xF195,10 08 62 F1 95 32 34 2E 43 31 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-233 , PreCondition: PC_ID-029  Testcase:Software_Version_for_HKMC_Vehicle_Manufacture_F1_A0_Read(Defaultsession),0x22,0xF1A0,10 08 62 F1 A0 32 34 2E 43 31 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-234 , PreCondition: PC_ID-029 Testcase:ECU_Supplier_Code_F1_A1_Read(Defaultsession),0x22,0xF1A1,07 62 F1 A1 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-235 , PreCondition: PC_ID-029  Testcase:ECU_Software_UNIT_number_F1_B0_Read(Defaultsession),0x22,0xF1B0,04 62 F1 B0 01 AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-236 , PreCondition: PC_ID-291 Testcase:ECU_Software_UNIT1_Version_F1_B1_Read(Defaultsession),0x22,0xF1B1,10 0D 62 F1 B1 32 34 43 31 2E 30 31 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-237 , PreCondition: PC_ID-029 Testcase:S_W_Version_Dataidentifier_F1_DD_Read(Defaultsession),0x22,0xF1DD,10 10 62 F1 DD 32 34 43 31 2E 30 31 2E 30 30 2E 30 30 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-238 , PreCondition: PC_ID-029  Testcase:SystemNameOrEngineTypeDataIdentifier_Read(Defaultsession),0x22,0xF197,07 62 F1 97 4D 4B 42 44,  ,Physical,Hex,  ,  ,  
PC_ID-030 , Start Extended session,0x10,0x03,06 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-239 , PreCondition: PC_ID-030  Testcase:RX_SWIN_F1_EF_Read(Extended session),0x22,0xF1EF,10 2B 62 F1 EF 07 16 0B 52 31 30 20 42 43 34 2F 31 2F 30 0C 52 31 35 35 20 42 43 34 2F 31 2F 30 0C 52 31 35 36 20 42 43 34 2F 31 2F 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-240 , PreCondition: PC_ID-030  Testcase:B_CAN_Database_Version_F1_00_Read(Extendedsession),0x22,0xF100,06 62 F1 00 24 05 01 AA,  ,Physical,Hex,  ,  ,  
TC_ID-241 , PreCondition: PC_ID-030  Testcase:Vehicle_Manufacturer_Spare_Part_Number_F1_87_Read(Extendedsession),0x22,0xF187,10 0D 62 F1 87 39 36 35 34 30 42 4E 30 30 30,  ,Physical,Hex,  ,  ,  
TC_ID-242 , PreCondition: PC_ID-030  Testcase:Manufacturing_F1_8B_Read(Extendedsession),0x22,0xF18B,07 62 F1 8B 00 00 00 00 ,  ,Physical,Hex,  ,  ,  
TC_ID-243 , PreCondition: PC_ID-030  Testcase:ECU_Serial_Number_F1_8C_Read(Extendedsession),0x22,0xF18C,10 23 62 F1 8C 00 00 00 00 00 00 00 00 00 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-244 , PreCondition: PC_ID-030  Testcase:Vehicle_Manufacturer_ECU_HW_Number_F1_91_Read(Extendedsession),0x22,0xF191,10 08 62 F1 91 30 31 2E 30 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-245 , PreCondition: PC_ID-030  Testcase:HardwareVersionNumber_F1_93_Read(Extendedsession),0x22,0xF193,10 08 62 F1 93 30 31 2E 30 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-246 , PreCondition: PC_ID-030  Testcase:ECUSoftwareUnit1IVDDataIdentifier_F1_C1_Read(Extendedsession),0x22,0xF1C1,10 23 62 F1 C1 CC B4 57 EB E8 33 AD 7D A0 6E 1D DC 52 BD 11 F7 48 59 0A 90 EC A6 8D 75 50 19 08 80 F1 AB 2A 0E  AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-247 , PreCondition: PC_ID-030  Testcase:SystemSupplierECUSoftwareVersionNumbe_DataIdentifier_F1_95_Read(Extendedsession),0x22,0xF195,10 08 62 F1 95 32 34 2E 43 31 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-248 , PreCondition: PC_ID-030  Testcase:Software_Version_for_HKMC_Vehicle_Manufacture_F1_A0_Read(Extendedsession),0x22,0xF1A0,10 08 62 F1 A0 32 34 2E 43 31 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-249 , PreCondition: PC_ID-030  Testcase:ECU_Supplier_Code_F1_A1_Read(Extendedsession),0x22,0xF1A1,07 62 F1 A1 00 00 00 00,  ,Physical,Hex,  ,  ,  
TC_ID-250 , PreCondition: PC_ID-030 Testcase:ECU_Software_UNIT_number_F1_B0_Read(Extendedsession),0x22,0xF1B0,04 62 F1 B0 01 AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-251 , PreCondition: PC_ID-030  Testcase:ECU_Software_UNIT1_Version_F1_B1_Read(Extendedsession),0x22,0xF1B1,10 0D 62 F1 B1 32 34 43 31 2E 30 31 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-252 , PreCondition: PC_ID-030  Testcase:S_W_Version_Dataidentifier_F1_DD_Read(Extendedsession),0x22,0xF1DD,10 10 62 F1 DD 32 34 43 31 2E 30 31 2E 30 30 2E 30 30 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-253 , PreCondition: PC_ID-030  Testcase:SystemNameOrEngineTypeDataIdentifier_Read(Extendedsession),0x22,0xF197,07 62 F1 97 4D 4B 42 44,  ,Physical,Hex,  ,  ,  
TC_ID-254 , Request out of range(invalid identifier))(22 F1FF),0x22,0xF1FF,03 7F 22 31 AA AA AA AA,  ,Physical,Hex,  ,  ,  
PC_ID-031 , Start Extended session,0x10,0x03,06 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-259 , PreCondition: PC_ID-031  Testcase:Disable Rx and Tx(28 00 ),0x28,0x00,02 68 00 AA AA AA AA AA,  ,Functional,Hex,  ,0x02,  
TC_ID-260 , PreCondition: PC_ID-031  Testcase:Disable Rx and Tx(28 00 ),0x28,0x00,02 68 00 AA AA AA AA AA,  ,Functional,Hex,  ,0x03,  
TC_ID-261 , PreCondition: PC_ID-031  Testcase:EnableRxAndDisableTx Extended session(28 01) ,0x28,0x01,02 68 01 AA AA AA AA AA,  ,Functional,Hex,  ,0x02,  
TC_ID-262 , PreCondition: PC_ID-031  Testcase:EnableRxAndDisableTx Extended session(28 01) ,0x28,0x01,02 68 01 AA AA AA AA AA,  ,Functional,Hex,  ,0x03,  
TC_ID-263 , PreCondition: PC_ID-031  Testcase:DisableRxAndEnableTx Extended session(28 02) ,0x28,0x02,02 68 02 AA AA AA AA AA,  ,Functional,Hex,  ,0x02,  
TC_ID-264 , PreCondition: PC_ID-031  Testcase:DisableRxAndEnableTx Extended session(28 02) ,0x28,0x02,02 68 02 AA AA AA AA AA,  ,Functional,Hex,  ,0x03,  
TC_ID-265 , PreCondition: PC_ID-031  Testcase:DisableRxAndDisableTx Extended session(28 03) ,0x28,0x03,02 68 03 AA AA AA AA AA,  ,Functional,Hex,  ,0x02,  
TC_ID-266 , PreCondition: PC_ID-031  Testcase:DisableRxAndDisableTx Extended session(28 03) ,0x28,0x03,02 68 03 AA AA AA AA AA,  ,Functional,Hex,  ,0x03,  
TC_ID-267 , Soft reset,0x11,0x03,02 51 03 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
PC_ID-032 , Start default session,0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
PC_ID-033 , Start Programming  session,0x10,0x02,06 50 02 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-268 , PreCondition: PC_ID-033  Testcase:Read DTC with Programming session(19 02) ,0x19,0x02,06 59 01 08 00 00 00 AA,  ,Physical,Hex,0x08,  ,  
TC_ID-269 , PreCondition: PC_ID-033  Testcase:Read DTC  with Programming session(19 02) ,0x19,0x02,03 59 02 08 AA AA AA AA,  ,Physical,Hex,0x01,  ,  
TC_ID-270 , PreCondition: PC_ID-033  Testcase:Fault memory clear Extended session(14 FFFFFF) ,0x14,0xFFFFFF,01 54 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-271 , PreCondition: PC_ID-033  Testcase:Conditions not correct(invalid range)(14 8000FF) ,0x14,0x8000FF,01 54 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-272 , Soft reset,0x11,0x03,02 51 03 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
