#TC_ID/PC_ID , Testcase_Description, Service_ID, SubService_ID, Expected_Response_Data, Write_Data, Addressing, Format, Status_Mask, Communication_Type, controltype
TC_ID-186 , PreCondition: PC_ID-025  Testcase:DRIVER SEAT Vent Mode to the High STOP,0x2F,0XF014,14 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-187 , PreCondition: PC_ID-025  Testcase:PASSENGER SEAT Heat Mode to the High START,0x2F,0XF015,15 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-188 , PreCondition: PC_ID-025  Testcase:PASSENGER SEAT Heat Mode to the High STOP,0x2F,0XF015,16 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-189 , PreCondition: PC_ID-025  Testcase:PASSENGER SEAT Vent Mode to the High START,0x2F,0XF016,17 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-190 , PreCondition: PC_ID-025  Testcase:PASSENGER SEAT Vent Mode to the High STOP,0x2F,0XF016,18 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-191 , PreCondition: PC_ID-025  Testcase:REAR SEAT Heat Mode to the High START,0x2F,0XF017,19 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-192 , PreCondition: PC_ID-025  Testcase:REAR SEAT Heat Mode to the High STOP,0x2F,0XF017,20 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-193 , PreCondition: PC_ID-025  Testcase:REAR SEAT Vent Mode to the High START,0x2F,0XF018,21 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-194 , PreCondition: PC_ID-025  Testcase:REAR SEAT Vent Mode to the High STOP,0x2F,0XF018,22 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-195 , PreCondition: PC_ID-025  Testcase:REAR LH SEAT Heat Mode to the High START,0x2F,0XF019,23 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-196 , PreCondition: PC_ID-025  Testcase:REAR LH SEAT Heat Mode to the High STOP,0x2F,0XF019,24 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-197 , PreCondition: PC_ID-025  Testcase:REAR LH SEAT Vent Mode to the High START,0x2F,0XF01A,25 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-198 , PreCondition: PC_ID-025  Testcase:REAR LH SEAT Vent Mode to the High STOP,0x2F,0XF01A,26 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-199 , PreCondition: PC_ID-025  Testcase:REAR RH SEAT Heat Mode to the High START,0x2F,0XF01B,27 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-200 , PreCondition: PC_ID-025  Testcase:REAR RH SEAT Heat Mode to the High STOP,0x2F,0XF01B,28 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-201 , PreCondition: PC_ID-025  Testcase:REAR RH SEAT Vent Mode to the High START,0x2F,0XF01C,29 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-202 , PreCondition: PC_ID-025  Testcase:REAR RH SEAT Vent Mode to the High STOP,0x2F,0XF01C,30 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-203 , PreCondition: PC_ID-025  Testcase:3RD SEAT Heat Mode to the High START,0x2F,0XF01D,31 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-204 , PreCondition: PC_ID-025  Testcase:3RD SEAT Heat Mode to the High STOP,0x2F,0XF01D,32 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-205 , PreCondition: PC_ID-025  Testcase:IOC_LegrestDown_OUT START,0x2F,0XF01E,33 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-206 , PreCondition: PC_ID-025  Testcase:IOC_LegrestDown_OUT STOP,0x2F,0XF01E,34 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-207 , PreCondition: PC_ID-025  Testcase:3RD LH SEAT Heat Mode to the High START,0x2F,0XF01F,35 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-208 , PreCondition: PC_ID-025  Testcase:3RD LH SEAT Heat Mode to the High STOP,0x2F,0XF01F,36 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-209 , PreCondition: PC_ID-025  Testcase:IOC_ReclineFWD_OUT START,0x2F,0XF020,37 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-210 , PreCondition: PC_ID-025  Testcase:IOC_ReclineFWD_OUT STOP,0x2F,0XF020,38 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
TC_ID-211 , PreCondition: PC_ID-025  Testcase:3RD RH SEAT Heat Mode to the High START,0x2F,0XF021,39 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x03
TC_ID-212 , PreCondition: PC_ID-025  Testcase:3RD RH SEAT Heat Mode to the High STOP,0x2F,0XF021,40 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,0x00
