#TC_ID/PC_ID , Testcase_Description, Service_ID, SubService_ID, Expected_Response_Data, Write_Data, Addressing, Format, Status_Mask, Communication_Type, controltype
TC_ID-230 , PreCondition: PC_ID-029  Testcase:Vehicle_Manufacturer_Spare_Part_Number_F1_87_Read(Defaultsession),0x22,0xF187,10 0D 62 F1 87 39 33 34 44 38 47 42 35 31 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-231 , PreCondition: PC_ID-029  Testcase:Manufacturing_F1_8B_Read(Defaultsession),0x22,0xF18B,07 62 F1 8B 20 25 12 19  ,  ,Physical,Hex,  ,  ,  
TC_ID-232 , PreCondition: PC_ID-029  Testcase:ECU_Serial_Number_F1_8C_Read(Defaultsession),0x22,0xF18C,10 0B 62 F1 8C 30 30 30 30 30 30 30 31 AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-233 , PreCondition: PC_ID-029  Testcase:Vehicle_Manufacturer_ECU_HW_Number_F1_91_Read(Defaultsession),0x22,0xF191,07 62 F1 91 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-234 , PreCondition: PC_ID-029  Testcase:HardwareVersionNumber_F1_93_Read(Defaultsession),0x22,0xF193,07 62 F1 93 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-235 , PreCondition: PC_ID-029  Testcase:ECUSoftwareUnit1IVDDataIdentifier_F1_C1_Read(Defaultsession),0x22,0xF1C1,03 62 F1 C1 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-236 , PreCondition: PC_ID-029  Testcase:ECUSoftwareUnit2 IVDDataIdentifier_F1_C2_Read(Defaultsession),0x22,0xF1C2,03 62 F1 C2 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-237 , PreCondition: PC_ID-029  Testcase:SystemSupplierECUSoftwareVersionNumbe_DataIdentifier_F1_95_Read(Defaultsession),0x22,0xF195,07 62 F1 95 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-238 , PreCondition: PC_ID-029  Testcase:Software_Version_for_HKMC_Vehicle_Manufacture_F1_A0_Read(Defaultsession),0x22,0xF1A0,07 62 F1 A0 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-239 , PreCondition: PC_ID-029  Testcase:ECU_Supplier_Code_F1_A1_Read(Defaultsession),0x22,0xF1A1,07 62 F1 A1 53 31 31 30,  ,Physical,Hex,  ,  ,  
TC_ID-240 , PreCondition: PC_ID-029  Testcase:ECU_Software_UNIT_number_F1_B0_Read(Defaultsession),0x22,0xF1B0,04 62 F1 B0 01 AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-241 , PreCondition: PC_ID-029  Testcase:ECU_Software_UNIT1_Version_F1_B1_Read(Defaultsession),0x22,0xF1B1,07 62 F1 B1 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-242 , PreCondition: PC_ID-029  Testcase:S_W_Version_Dataidentifier_F1_DD_Read(Defaultsession),0x22,0xF1DD,10 10 62 F1 DD 41 30 30 30 30 00 00 00 00 00 00 00 00 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-243 , PreCondition: PC_ID-029  Testcase:SystemNameOrEngineTypeDataIdentifier_Read(Defaultsession),0x22,0xF197,07 62 F1 97 4D 46 53 57,  ,Physical,Hex,  ,  ,  
PC_ID-030 , Start Extended session,0x10,0x03,06 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-244 , PreCondition: PC_ID-030  Testcase:Read DTC  with Extended session(19 02) ,0x19,0x02,03 59 02 08 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-245 , PreCondition: PC_ID-030  Testcase:Fault memory clear Extended session(14 FFFFFF) ,0x14,0xFFFFFF,01 54 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-246 , PreCondition: PC_ID-030  Testcase:- Input Output Record Local Identifier #1(Extended session),0x22,0xB302,10 09 62 B3 02 FF FF 00 00 00 93 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-247 , PreCondition: PC_ID-030  Testcase:- Input Output Record Local Identifier #2(Extended session),0x22,0xB303,10 0B 62 B3 03 FF FF FF 01 08 00 00 01 AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-248 , PreCondition: PC_ID-030  Testcase:RX_SWIN_F1_EF_Read(Extended session),0x22,0xF1EF,10 2B 62 F1 EF 07 A6 0B 52 31 30 20 4D 51 34 2F 31 2F 30 0C 52 31 35 35 20 4D 51 34 2F 31 2F 30 0C 52 31 35 36 20 4D 51 34 2F 31 2F 30 AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-249 , PreCondition: PC_ID-030  Testcase:B_CAN_Database_Version_F1_00_Read(Extendedsession),0x22,0xF100,06 62 F1 00 31 2E  30 AA,  ,Physical,Hex,  ,  ,  
TC_ID-250 , PreCondition: PC_ID-030  Testcase:Vehicle_Manufacturer_Spare_Part_Number_F1_87_Read(Extendedsession),0x22,0xF187,10 0D 62 F1 87 39 33 34 44 38 47 42 35 31 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-251 , PreCondition: PC_ID-030  Testcase:Manufacturing_F1_8B_Read(Extendedsession),0x22,0xF18B,07 62 F1 8B 20 25 12 19  ,  ,Physical,Hex,  ,  ,  
TC_ID-252 , PreCondition: PC_ID-030  Testcase:ECU_Serial_Number_F1_8C_Read(Extendedsession),0x22,0xF18C,10 0B 62 F1 8C 30 30 30 30 30 30 30 31 AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-253 , PreCondition: PC_ID-030   Testcase:Vehicle_Manufacturer_ECU_HW_Number_F1_91_Read(Extendedsession),0x22,0xF191,07 62 F1 91 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-254 , PreCondition: PC_ID-030   Testcase:HardwareVersionNumber_F1_93_Read(Extendedsession),0x22,0xF193,07 62 F1 93 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-255 , PreCondition: PC_ID-030   Testcase:ECUSoftwareUnit1IVDDataIdentifier_F1_C1_Read(Extendedsession),0x22,0xF1C1,03 62 F1 C1 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-256 , PreCondition: PC_ID-030  Testcase:ECUSoftwareUnit2 IVDDataIdentifier_F1_C2_Read(Defaultsession),0x22,0xF1C2,03 62 F1 C2 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-257 , PreCondition: PC_ID-030   Testcase:SystemSupplierECUSoftwareVersionNumbe_DataIdentifier_F1_95_Read(Extendedsession),0x22,0xF195,07 62 F1 95 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-258 , PreCondition: PC_ID-030   Testcase:Software_Version_for_HKMC_Vehicle_Manufacture_F1_A0_Read(Extendedsession),0x22,0xF1A0,07 62 F1 A0 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-259 , PreCondition: PC_ID-030   Testcase:ECU_Supplier_Code_F1_A1_Read(Extendedsession),0x22,0xF1A1,07 62 F1 A1 53 31 31 30,  ,Physical,Hex,  ,  ,  
TC_ID-260 , PreCondition: PC_ID-030   Testcase:ECU_Software_UNIT_number_F1_B0_Read(Extendedsession),0x22,0xF1B0,04 62 F1 B0 01 AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-261 , PreCondition: PC_ID-030   Testcase:ECU_Software_UNIT1_Version_F1_B1_Read(Extendedsession),0x22,0xF1B1,07 62 F1 B1 41 2E 30 30 ,  ,Physical,Hex,  ,  ,  
TC_ID-262 , PreCondition: PC_ID-030   Testcase:S_W_Version_Dataidentifier_F1_DD_Read(Extendedsession),0x22,0xF1DD,10 10 62 F1 DD 41 30 30 30 30 00 00 00 00 00 00 00 00 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-263 , PreCondition: PC_ID-030   Testcase:SystemNameOrEngineTypeDataIdentifier_Read(Extendedsession),0x22,0xF197,07 62 F1 97 4D 46 53 57,  ,Physical,Hex,  ,  ,  
TC_ID-264 , sub function not correct(invalid identifier))(22 F1 FF),0x22,0xF1FF,03 7F 22 12 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-268 , PreCondition: PC_ID-030  Testcase:Incorrect message length(22),0x22,  ,03 7F 22 13 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-269 , PreCondition: PC_ID-030  Testcase:Request out of range(22D100),0x22,0xD100,03 7F 22 31 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-270 , PreCondition: PC_ID-030  Testcase:Request out of range(2250DD),0x22,0x50DD,03 7F 22 31 AA AA AA AA,  ,Physical,Hex,  ,  ,  
PC_ID-031 , Start programming session,0x10,0x02,06 50 02 00 32 00 C8 00,  ,Physical,Hex,  ,  ,  
TC_ID-271 , PreCondition: PC_ID-031  Testcase:Read DTC  with Programming session(19 02) ,0x19,0x02,03 59 02 08 AA AA AA AA,  ,Physical,Hex,0x08,  ,  
TC_ID-272 , PreCondition: PC_ID-031  Testcase:Fault memory clear Programming session(14 FFFFFF) ,0x14,0xFFFFFF,01 54 AA AA AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-273 , PreCondition: PC_ID-031  Testcase:Start default session(10 01),0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-274 , PreCondition: PC_ID-031  Testcase:Start programming session(10 02),0x10,0x02,06 50 02 00 32 00 C8 00,  ,Physical,Hex,  ,  ,  
TC_ID-275 , PreCondition: PC_ID-031  Testcase:Start Extended session(10 03),0x10,0x03,03 7F 22 7E AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-276 , PreCondition: PC_ID-031  Testcase:Start programming session(10 02),0x10,0x02,06 50 02 00 32 00 C8 00,  ,Physical,Hex,  ,  ,  
TC_ID-277 , PreCondition: PC_ID-031  Testcase:Start default session(10 01),0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-278 , PreCondition: PC_ID-031  Testcase:Start Extended session(10 03),0x10,0x03,06 50 03 00 32 01 F4 AA ,  ,Physical,Hex,  ,  ,  
PC_ID-032 , Start default session,0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-279 , PreCondition: PC_ID-032  Testcase:Service not supported in Active session(27 11),0x27,0x11,03 7F 27 7F AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-280 , PreCondition: PC_ID-032  Testcase:Start Extended session(10 03),0x10,0x03,06 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-281 , PreCondition: PC_ID-032  Testcase:sub function not support(27 22),0x27,0x22,03 7F 27 12 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-282 , PreCondition: PC_ID-032  Testcase:Invalid message length(27 ),0x27,  ,03 7F 27 13 AA AA AA AA,  ,Physical,Hex,  ,  ,  
TC_ID-283 , PreCondition: PC_ID-032  Testcase:Seed request in extended session(27 11),0x27,0x11,0A 67 11 A7 0E 84 7C 9C C0 39 65,  ,Physical,Hex,  ,  ,  
TC_ID-284 , PreCondition: PC_ID-032  Testcase:Start default session(10 01),0x10,0x01,06 50 01 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-285 , PreCondition: PC_ID-032  Testcase:Service not supported in Active session in default session(27 11),0x27,0x11,03 7F 27 7F AA AA AA AA,  ,Physical,Hex,  ,  ,  
PC_ID-70 , Start Extended session(10 03),0x10,0x03,06 50 03 00 32 01 F4 AA,  ,Physical,Hex,  ,  ,  
TC_ID-648 , PreCondition: PC_ID-070  Testcase:Seed request in extended session(27 11),0x27,0x11,0A 67 11 A7 0E 84 7C 9C C0 39 65,  ,Physical,Hex,  ,  ,  
TC_ID-649 , PreCondition: PC_ID-070  Testcase:Seed request in extended session(27 12),0x27,0x12,03 7F 27 35 AA AA AA AA,  ,Physical,Hex,  ,  ,  
